"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"95","CRACKERS Shootings Explosives Threats",FALSE,0,NA,2017-10-18 20:01:55,FALSE,NA,"920741755754106880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKonstandopulu",1,FALSE,FALSE,NA,NA
"96","CRACKERS Explosives Shootings",FALSE,0,NA,2017-10-18 19:59:10,FALSE,NA,"920741061680685056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKonstandopulu",0,FALSE,FALSE,NA,NA
"97","shootings before its too soon to talk about it Dont ask for prayers instead hows about you ask for legislation for gun control NOW",FALSE,1,NA,2017-10-18 19:53:56,FALSE,NA,"920739744170029056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MercyBrace532",0,FALSE,FALSE,NA,NA
"98","BOLOBeOnLookOut Suspect RadeePrince Wanted MarylandShooting Edgewood MarylandDelaware Targeted",FALSE,2,NA,2017-10-18 19:47:41,TRUE,NA,"920738174460076032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tiniskwerl",0,FALSE,FALSE,NA,NA
"99","Maryland shooter kills amp remains at large as schools placed on lockdown SWRM Shootings MaryLand",FALSE,0,NA,2017-10-18 17:27:22,TRUE,NA,"920702861645942791",NA,"<a href=""http://www.rt.com"" rel=""nofollow"">RT News Sharing</a>","ScottishWRM",0,FALSE,FALSE,NA,NA
"100","Goddammit its too soon to talk about gun control again maryland shootings NRA",FALSE,0,NA,2017-10-18 17:21:58,FALSE,NA,"920701503370924032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","forbol",0,FALSE,FALSE,NA,NA
"101","Las Vegas shooting narrative is  MISSION IMPOSSIBLE   LasVegas shootings",FALSE,0,NA,2017-10-18 17:21:06,FALSE,NA,"920701285296357376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jwpacheco77",20,TRUE,FALSE,NA,NA
"102","MassShooting effects may be lessened thanks to landscape architechts shootings lockdown",FALSE,0,NA,2017-10-18 17:00:50,FALSE,NA,"920696182522785792",NA,"<a href=""http://login.propostingplatform.com"" rel=""nofollow"">ProPP</a>","SchoolLockdown",0,FALSE,FALSE,NA,NA
"103","Multiple shootings in Maryland schools on lockdown",FALSE,0,NA,2017-10-18 15:13:20,FALSE,NA,"920669131632005121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edieangelo",0,FALSE,FALSE,NA,NA
"104","ada deaf police kill shootings WeCantBreathe",FALSE,0,NA,2017-10-18 14:55:05,FALSE,NA,"920664537098891264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoMaestra",0,FALSE,FALSE,NA,NA
"105","Part of My Blog Energy Healing Las Vegas Personal Experience shootings light Reiki h",FALSE,0,NA,2017-10-18 14:16:45,FALSE,NA,"920654891789336577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","browdoctor",1,TRUE,FALSE,NA,NA
"106","Security EmergencyPlanning ChurchSecurity Shootings Violence WorkplaceViolence",FALSE,0,NA,2017-10-18 13:49:02,FALSE,NA,"920647916469055490",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","sftacServices",0,FALSE,FALSE,NA,NA
"107","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-18 13:05:03,FALSE,NA,"920636846794780674",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","FutureWorldCen",0,FALSE,FALSE,NA,NA
"108","Part of My Blog Energy Healing Las Vegas Personal Experience shootings light Reiki",FALSE,1,NA,2017-10-18 12:45:15,TRUE,NA,"920631864733437953",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KathyGloverScot",1,FALSE,FALSE,NA,NA
"109","All work and no play makes Jack a doll boy shootings parthenazoi work lovemyjob series timeless by apostolis",FALSE,0,NA,2017-10-18 11:49:35,FALSE,NA,"920617853430255616",NA,"<a href=""http://www.nbc.com"" rel=""nofollow"">TheTimelessBot3</a>","TimelessBot",1,TRUE,FALSE,NA,NA
"110","All work and no play makes Jack a doll boy shootings parthenazoi work lovemyjob series timeless by ap",FALSE,22,NA,2017-10-18 11:42:21,TRUE,NA,"920616032712175617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ApTotsikas",1,FALSE,FALSE,NA,NA
"111","Police Seek Details In Series Of Aurora Shootings CHICAGO CBS   Authorities in Aurora",FALSE,0,NA,2017-10-18 11:20:53,FALSE,NA,"920610631857950720",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","chicagopixels",0,FALSE,FALSE,NA,NA
"112","SanBernardino Shootings inContext Quran RT CatholicPriest Islam jihad",FALSE,1,NA,2017-10-18 10:43:23,FALSE,NA,"920601194959077376",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","testisfidelis",1,FALSE,FALSE,NA,NA
"113","Its th baby Playing by shy girl to slut                                      shootings makingofmovie KalininaN Ilovecinema",FALSE,1,NA,2017-10-18 06:25:30,FALSE,NA,"920536296698859520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CatNat_",0,FALSE,FALSE,NA,NA
"114","Shootings Wildfires Hurricanes Remind Us Its Foolish To Put Safety First CCOT PJNet",FALSE,0,NA,2017-10-18 05:05:11,FALSE,NA,"920516085979537408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jesus_isPeace",0,FALSE,FALSE,NA,NA
"115","With all the incidents in the world these days maybe person of the year should be The st Responder wildfires shootings disasters",FALSE,5,NA,2017-10-18 02:05:24,FALSE,NA,"920470840147435521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SupLSaindonPRPS",0,FALSE,FALSE,NA,NA
"116","Mass Shootings Trauma and Coping gtgt If PTSD does manifest itself there are a number of",FALSE,0,NA,2017-10-18 00:30:51,FALSE,NA,"920447046393372672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Mary_Deal",5,TRUE,FALSE,NA,NA
"117","SteveScalise says mass shootings are the cost of the SecondAmendment USA idiots guns NRA lobbying",FALSE,0,NA,2017-10-17 20:24:40,FALSE,NA,"920385091439923200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Timbo972",0,FALSE,FALSE,NA,NA
"118","Las Vegas woman grateful for Life haunted by Route Crime Local Locallasvegas Shootings TheStrip news",FALSE,0,NA,2017-10-17 19:27:10,FALSE,NA,"920370622944948225",NA,"<a href=""http://trueviralnews.com/"" rel=""nofollow"">trueviralnews</a>","trueviralnews",0,FALSE,FALSE,NA,NA
"119","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-17 18:08:04,FALSE,NA,"920350713611538432",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","gWoodi",0,FALSE,FALSE,NA,NA
"120","arrested after separate daytime shootings in Jersey City cops say Fulop JC JerseyCity NJ Trump",FALSE,0,NA,2017-10-17 17:05:42,FALSE,NA,"920335020140658690",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GoldRetriever99",0,FALSE,FALSE,NA,NA
"121","nra nationalrifleassociation guns guncontrol gunlaws shootings shooting",FALSE,0,NA,2017-10-17 16:51:22,FALSE,NA,"920331411420147712",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","chasejeter",0,FALSE,FALSE,NA,NA
"122","Sept Tues False Flag Weekly News shootings newworldorder iran russia syria",FALSE,0,NA,2017-10-17 15:38:35,FALSE,NA,"920313097746821120",NA,"<a href=""https://twitter.com/Col_Connaughton"" rel=""nofollow"">AutoTweeterPro10</a>","Col_Connaughton",0,FALSE,FALSE,NA,NA
"123","The worst of times in has also brought out the best in people UGF hurricanes fires shootings",FALSE,0,NA,2017-10-17 15:28:31,FALSE,NA,"920310564940693505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hjbwalker",4,TRUE,FALSE,NA,NA
"124","The worst of times in has also brought out the best in people UGF hurricanes fires shootings",FALSE,0,NA,2017-10-17 15:14:01,FALSE,NA,"920306916093435905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarineClark",4,TRUE,FALSE,NA,NA
"125","The worst of times in has also brought out the best in people UGF hurricanes fires shootings",FALSE,0,NA,2017-10-17 15:07:45,FALSE,NA,"920305335482462213",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natkad",4,TRUE,FALSE,NA,NA
"126","The worst of times in has also brought out the best in people UGF hurricanes fires shootings",FALSE,0,NA,2017-10-17 15:07:29,FALSE,NA,"920305268205895680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saltlakechamber",4,TRUE,FALSE,NA,NA
"127","The worst of times in has also brought out the best in people UGF hurricanes fires shootings",FALSE,6,NA,2017-10-17 15:05:19,FALSE,NA,"920304726352072704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vchecketts",4,FALSE,FALSE,NA,NA
"128","Wounded In Monday Shootings Across Chicago CHICAGO CBS   Seven people were wounded in",FALSE,0,NA,2017-10-17 11:53:05,FALSE,NA,"920256345789685761",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","chicagopixels",0,FALSE,FALSE,NA,NA
"129","The number of shootings is increasing every year The only true defense is to reduce lawenforcement response time",FALSE,0,NA,2017-10-17 11:07:01,FALSE,NA,"920244754578735106",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Guard911",0,FALSE,FALSE,NA,NA
"130","Americans Arent Fools Most Shootings Have Mysterious ElementNever Explained FastFurious OrlandoShooting",FALSE,0,NA,2017-10-17 03:51:55,FALSE,NA,"920135256702930944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SarahGi00782242",1,TRUE,FALSE,NA,NA
"131","MY BLOG PART Healing Las Vegas Personal Experience shootings energy crystals",FALSE,1,NA,2017-10-17 03:40:06,TRUE,NA,"920132282442240000",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KathyGloverScot",0,FALSE,FALSE,NA,NA
"132","Americans Arent Fools Most Shootings Have Mysterious ElementNever Explained FastFurious",FALSE,2,NA,2017-10-17 02:24:49,TRUE,NA,"920113336720617472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realJWJ777",1,FALSE,FALSE,NA,NA
"133","Cesspool of SHIT hightaxes liberalscumbags shootings",FALSE,0,NA,2017-10-17 02:07:07,FALSE,NA,"920108882613194752",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","GregTosto",0,FALSE,FALSE,"-89.6504","39.7832"
"134","Gun Violence Research Is Banned In USA shootings infodump Multiple Reference Stories Cited And Linked In",FALSE,0,"WSJ",2017-10-17 01:26:27,FALSE,NA,"920098650415443968","3108351","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","toxicreverend",0,FALSE,FALSE,NA,NA
"135","MY BLOG PART Healing Las Vegas Personal Experience energy spirituality shootings",FALSE,0,NA,2017-10-17 00:45:10,TRUE,NA,"920088260680081410",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KathyGloverScot",0,FALSE,FALSE,NA,NA
"136","TruthInLasVegas Shootings DeadAmericans",FALSE,0,NA,2017-10-17 00:16:08,FALSE,NA,"920080954475122688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","piperbelle69",0,FALSE,FALSE,NA,NA
"137","Insignificant actresses MeToo Hey you dumb cunts there where more shootings in America",FALSE,0,NA,2017-10-16 23:10:03,FALSE,NA,"920064323023552512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeremy_cornwell",0,FALSE,FALSE,NA,NA
"138","Babypass mehrere Shootings in Stuttgart Shootings von bis Monaten",FALSE,0,NA,2017-10-16 23:00:49,FALSE,NA,"920062001895878656",NA,"<a href=""https://socialorga.pontimania.de"" rel=""nofollow"">postman4wobus</a>","Betty6792",0,FALSE,FALSE,NA,NA
"139","MY BLOG PART Healing Las Vegas Personal Experience energy Reiki light peace",FALSE,0,NA,2017-10-16 21:50:12,TRUE,NA,"920044230927581184",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KathyGloverScot",0,FALSE,FALSE,NA,NA
"140","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-16 21:31:12,FALSE,NA,"920039448745795586",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","FutureWorldCen",0,FALSE,FALSE,NA,NA
"141","HollywoodHypocrites violence amp porn are dining staple on their table greed money shootings",FALSE,2,NA,2017-10-16 18:32:30,FALSE,NA,"919994474893336576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatriciaAHenso1",0,FALSE,FALSE,NA,NA
"142","Hurricanes Earthquakes Explosions wars Fires Shootings Something dark has befallen our country I wonder if trump is to blame",FALSE,1,NA,2017-10-16 16:23:05,FALSE,NA,"919961907234328577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jorgelgarcia33",0,FALSE,FALSE,NA,NA
"143","Fruit of Quran Putting Beheadings amp Shootings in Context RT SanBernardino Shootings",FALSE,0,NA,2017-10-16 15:09:39,FALSE,NA,"919943428078743552",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","testisfidelis",0,FALSE,FALSE,NA,NA
"144","Fruitof QuranPutting SanBernardino Shootings in Context RT PJNET PatriotBrigade",FALSE,0,NA,2017-10-16 15:08:39,FALSE,NA,"919943176852516864",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","testisfidelis",0,FALSE,FALSE,NA,NA
"145","Fruitof QuranPutting SanBernardino Shootings in Context RT                   tcot",FALSE,0,NA,2017-10-16 15:08:36,FALSE,NA,"919943162164019203",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","testisfidelis",0,FALSE,FALSE,NA,NA
"146","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-16 14:19:05,FALSE,NA,"919930701528682497",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","gWoodi",0,FALSE,FALSE,NA,NA
"147","John McCain is a Sellout a RINO who sides with financial interests and you would no",FALSE,0,"sethmoulton",2017-10-16 07:25:25,TRUE,"919542998437941248","919826600576905219","248495200","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","UCtheTruth",0,FALSE,FALSE,NA,NA
"148","Mass Shootings in s s Duwe This know also that in the last days perilous times shall come Timothy",FALSE,0,NA,2017-10-16 07:03:59,FALSE,NA,"919821206127349760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bishopsamg",0,FALSE,FALSE,NA,NA
"149","SanBernardino Shootings inContext Quran RT CatholicPriest Islam jihad",FALSE,0,NA,2017-10-16 05:19:28,FALSE,NA,"919794903260962816",NA,"<a href=""http://androproid.com/"" rel=""nofollow"">arabscanadahelper</a>","Arabs2canada",1,TRUE,FALSE,NA,NA
"150","Advice from Police Chiefs who Dealt with Mass Shootings Topstories",FALSE,0,NA,2017-10-16 03:48:12,FALSE,NA,"919771934677716993",NA,"<a href=""http://fer4.com"" rel=""nofollow"">fer4</a>","geanra3",0,FALSE,FALSE,NA,NA
"151","Advice from Police Chiefs who Dealt with Mass Shootings Topstories",FALSE,0,NA,2017-10-16 03:48:10,FALSE,NA,"919771927723630592",NA,"<a href=""http://www.press-today.com"" rel=""nofollow"">press-today</a>","Shopall3",0,FALSE,FALSE,NA,NA
"152","Why Better MentalHealth Care Wont Stop Mass Shootings MentalHealth Mass Shootings MassShootings",FALSE,0,NA,2017-10-16 01:36:15,FALSE,NA,"919738726808506369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","benitodevalle",0,FALSE,FALSE,NA,NA
"153","TOpoli Toronto ViolentCrime Shootings BLMTO Murder BlackOnBlackCrime DesmondCole",FALSE,0,NA,2017-10-16 00:38:03,FALSE,NA,"919724081448210433",NA,"<a href=""http://www.example.com"" rel=""nofollow"">JaneFinchTweets</a>","g8823048",3,TRUE,FALSE,NA,NA
"154","Most mass shootings in the US dont look like Las Vegas They look like this",FALSE,0,NA,2017-10-16 00:10:15,FALSE,NA,"919717086909386752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carolynish",0,FALSE,FALSE,NA,NA
"155","structuralism guncontrol violence shootings lasvegas cultureindecline",FALSE,0,NA,2017-10-15 19:58:02,FALSE,NA,"919653614561452033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ConradoSoares87",0,FALSE,FALSE,NA,NA
"156","dead shootings in Oxnard",FALSE,0,NA,2017-10-15 19:28:01,FALSE,NA,"919646058837241856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KCLUlive",1,TRUE,FALSE,NA,NA
"157","dead shootings in Oxnard",FALSE,0,NA,2017-10-15 18:42:11,FALSE,NA,"919634525201641472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DebraGreeneNews",1,FALSE,FALSE,NA,NA
"158","Chicago gang ghetto shootings murders go unnoticed by MSM BLM",FALSE,1,NA,2017-10-15 17:46:03,FALSE,NA,"919620399901659136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JugularGrasp",0,FALSE,FALSE,NA,NA
"159","People Bans Shootings Violant Demonstrations Racism",FALSE,0,"KolormeYellow",2017-10-15 16:58:05,FALSE,"919603634899259393","919608329474682880","721430810","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KolormeYellow",0,FALSE,FALSE,NA,NA
"160","Why God permits SUFFERING   poverty war hunger s shootings sickness disease justice",FALSE,0,NA,2017-10-15 16:52:05,FALSE,NA,"919606819860951041",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","ThingsAboutGod",0,FALSE,FALSE,NA,NA
"161","City of Las Vegas employee killed in shooting Crime Homicides Local Locallasvegas NEWS Shootings news",FALSE,0,NA,2017-10-15 12:20:52,FALSE,NA,"919538564668493824",NA,"<a href=""http://trueviralnews.com/"" rel=""nofollow"">trueviralnews</a>","trueviralnews",0,FALSE,FALSE,NA,NA
"162","CUNewsDesk LasVegas Shootings Interviews Two KEY Eyewitnesses in this hour long",FALSE,1,NA,2017-10-15 12:19:15,FALSE,NA,"919538155136671744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Selling_Coffee",0,FALSE,FALSE,NA,NA
"163","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-15 10:50:04,FALSE,NA,"919515713785786368",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","gWoodi",0,FALSE,FALSE,NA,NA
"164","SanBernardino Shootings inContext Quran RT CatholicPriest Islam jihad",FALSE,1,NA,2017-10-15 10:43:26,FALSE,NA,"919514044616335360",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","testisfidelis",1,FALSE,FALSE,NA,NA
"165","SHOOTING DAY Pic by mobba shootings photo Ancona Italy",FALSE,0,NA,2017-10-15 10:06:55,FALSE,NA,"919504855051276288",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MobbaWm",0,FALSE,FALSE,NA,NA
"166","aleciafox weekend shootings italy sun Italy",FALSE,3,NA,2017-10-15 08:40:38,FALSE,NA,"919483138593705985",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AleciaFox7",1,FALSE,FALSE,"12","43"
"167","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-15 05:54:06,FALSE,NA,"919441231096303616",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","FutureWorldCen",0,FALSE,FALSE,NA,NA
"168","Some Backstage moments Having fun with              sexy havingfun interesting bonus Brunette shootings jasminej",FALSE,0,NA,2017-10-15 02:54:50,FALSE,NA,"919396118420746240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pirata20176",14,TRUE,FALSE,NA,NA
"169","Toronto TOpoli BLMTO onpoli Shootings ViolentCrime YearOfTheGun",FALSE,1,NA,2017-10-15 02:24:25,FALSE,NA,"919388461353852929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bconnolly00",0,FALSE,FALSE,NA,NA
"170","This is what a selfish rich person looks like when they dont care about others almosteveryweekend hurricanes",FALSE,0,NA,2017-10-15 01:43:40,TRUE,NA,"919378207274565632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamelaTheGreat7",0,FALSE,FALSE,NA,NA
"171","A Tactical Analysis Of The Las Vegas Mass Shooting Incident analysis shootings",FALSE,0,NA,2017-10-15 00:43:39,FALSE,NA,"919363101648216064",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","PrepperWebsite",0,FALSE,FALSE,NA,NA
"172","TOpoli Toronto ViolentCrime Shootings BLMTO Murder BlackOnBlackCrime DesmondCole",FALSE,0,NA,2017-10-14 23:52:21,FALSE,NA,"919350191861493761",NA,"<a href=""https://twitter.com/norm"" rel=""nofollow"">Toronto_Bot</a>","Toronto_Bot",3,TRUE,FALSE,NA,NA
"173","TOpoli Toronto ViolentCrime Shootings BLMTO Murder BlackOnBlackCrime DesmondCole",FALSE,0,NA,2017-10-14 23:28:21,FALSE,NA,"919344151874981891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bconnolly00",3,FALSE,FALSE,NA,NA
"174","The number of shootings is increasing every year The only true defense is to reduce lawenforcement response time",FALSE,0,NA,2017-10-14 23:07:01,FALSE,NA,"919338784264556544",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Guard911",0,FALSE,FALSE,NA,NA
"175","Like how includes SelfDefense shootings in its stats as if these are bad A dead criminal is better than a",FALSE,0,NA,2017-10-14 23:06:30,FALSE,NA,"919338654157459456",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","revistamarcial1",1,TRUE,FALSE,NA,NA
"176","Like how includes SelfDefense shootings in its stats as if these are bad A dead criminal is better th",FALSE,0,NA,2017-10-14 22:52:09,TRUE,NA,"919335045537689600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ANoviceTweeter",1,FALSE,FALSE,NA,NA
"177","I am certainly feeling this Earthquakes Fires Shootings Storms How Tech Can Help Ease DisasterFatigue",FALSE,0,NA,2017-10-14 19:13:45,FALSE,NA,"919280082916540416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrowningSupport",0,FALSE,FALSE,NA,NA
"178","When are the police gonna start doing their jobs amp end the tit for tat gang shootings Toronto",FALSE,0,"TorontoShare",2017-10-14 17:53:03,TRUE,"919216431840899073","919259774704934914","620477606","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CalvinSwine905",0,FALSE,FALSE,NA,NA
"179","Prosecutor Suspect in slayings of may face death penalty ohio ironton shootings",FALSE,0,NA,2017-10-14 16:54:09,FALSE,NA,"919244950449065994",NA,"<a href=""http://firenewsfeed.com/"" rel=""nofollow"">App #jfg4389</a>","leqerimaki",0,FALSE,FALSE,NA,NA
"180","sapsMP Shootings in Fashion Seems to defy your talk of fighting crime Is it disrespect or the finger",FALSE,0,"SAPoliceService",2017-10-14 14:02:33,FALSE,"919199550191087616","919201765475614721","320644276","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","AyeshaR_786",0,FALSE,FALSE,NA,NA
"181","shootings photography model",FALSE,3,NA,2017-10-14 13:41:59,FALSE,NA,"919196589675212800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mia322316",0,FALSE,FALSE,NA,NA
"182","Multiple people shot after gunman storms market and opens fire in Sweden shootings",FALSE,0,NA,2017-10-14 08:32:44,FALSE,NA,"919118765861695488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdAquib38366575",72,TRUE,FALSE,NA,NA
"183","Sept Tues False Flag Weekly News shootings newworldorder iran russia syria",FALSE,0,NA,2017-10-14 07:23:46,FALSE,NA,"919101409307648000",NA,"<a href=""https://twitter.com/Col_Connaughton"" rel=""nofollow"">AutoTweeterPro10</a>","Col_Connaughton",0,FALSE,FALSE,NA,NA
"184","preferredlife Historys st book of its kind Is love causing more problems STD preg sex slavery adultery or hatred stabbings shootings",FALSE,0,NA,2017-10-14 06:52:03,FALSE,NA,"919093427727470592",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","gWoodi",0,FALSE,FALSE,NA,NA
"185","Some Backstage moments Having fun with              sexy havingfun interesting bonus Brunette shootings jasminej",FALSE,0,NA,2017-10-14 06:25:16,FALSE,NA,"919086687380234240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yIHLiOAXN8EKjz8",14,TRUE,FALSE,NA,NA
"186","Babypass mehrere Shootings in Leipzig Vom Babybauch bis zum Geburtstag",FALSE,0,NA,2017-10-13 23:15:41,FALSE,NA,"918978580079632384",NA,"<a href=""https://socialorga.pontimania.de"" rel=""nofollow"">postman4wobus</a>","Herman5177",0,FALSE,FALSE,NA,NA
"187","During the time of Fires Hurricanes Shootings and other disasters it is important to look for the helpers",FALSE,0,NA,2017-10-13 18:59:13,TRUE,NA,"918914035864633344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Estes_Therapy",0,FALSE,FALSE,NA,NA
"188","UK somehow manages seventh successive year with no mass shootings takenoteUSA",FALSE,0,NA,2017-10-13 18:10:57,FALSE,NA,"918901888887787520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","timespliters",0,FALSE,FALSE,NA,NA
"189","Cant be             Pharma is safe NorthAmerican govt promotes it amp more ppl amp kids are on psychiatric amp thats ok",FALSE,0,NA,2017-10-13 17:54:06,TRUE,NA,"918897649440493568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crvallotton",0,FALSE,FALSE,NA,NA
"190","Earthquakes Fires Shootings Storms How Tech Can Hel Health",FALSE,0,NA,2017-10-13 17:35:52,FALSE,NA,"918893061098352641",NA,"<a href=""http://www.press-today.com"" rel=""nofollow"">press-today</a>","Shopall3",0,FALSE,FALSE,NA,NA
